dataset,config,seeds,parameters_M,MaxF_mean,MaxF_sample_std,AP_mean,AP_sample_std,PRE_mean,PRE_sample_std,REC_mean,REC_sample_std,FPR_mean,FPR_sample_std,FNR_mean,FNR_sample_std,IoU_mean,IoU_sample_std,BestThreshold_mean,BestThreshold_sample_std
kitti,add_bridge,40;41;42,14.035038,0.9723942470353394,0.0015503695940986895,0.9884036424521562,0.004023328663524335,0.9746155215093938,0.0027585202486183585,0.9701859266060304,0.001126061254425852,0.0053609555191707165,0.0005973909444430447,0.029814073393949075,0.0011260612544258738,0.946274754438547,0.0029385233528630163,0.6266666849454244,0.06658328631721312
kitti,add_fusion,40;41;42,13.780574,0.9704797279099853,0.0023141422690773697,0.988871128473393,0.004089873416543362,0.9724480213349938,0.005433749544396399,0.9685327035131546,0.0008253769412454364,0.005825616338431437,0.0011849736463012033,0.0314672964868249,0.0008253769412454119,0.9426590100058486,0.0043658290152910634,0.6400000055631002,0.0800000131130237
kitti,add_lidar,40;41;42,3.425681,0.9693027092710528,0.0010217341509211634,0.991305807468095,0.0014161468583732384,0.9707007151237081,0.0033387165067541823,0.9679171650526915,0.001770485301523974,0.00619933934610187,0.0007380220974922951,0.032082834947287954,0.0017704853015240048,0.9404353013760578,0.001924583775351014,0.6666666666666666,0.04618804631235561
kitti,baseline,40;41;42,3.305153,0.9673256783685553,0.0007593523262526267,0.98819085822988,0.002371547942396323,0.9685741869476537,0.0008125998798401115,0.9660806236140421,0.0008342775080014643,0.006648664584923371,0.00017347821264307713,0.033919376385937394,0.0008342775080014176,0.9367198114457146,0.00142352704399971,0.6933333476384481,0.08082905154997297
kitti,full,40;41;42,14.035153,0.9723442823928371,0.0014959964392998815,0.9894666175790827,0.0012698706895363098,0.9731410132157196,0.005939756256879954,0.9715761992343331,0.0029931221750507018,0.005695881688744208,0.0013164550308717386,0.028423800765646476,0.0029931221750507113,0.9461799182670707,0.0028307471932210674,0.6400000055631002,0.02000001072884346
kitti,optimal,40;41;42,3.68026,0.971315332338297,0.00024803361030086533,0.9904942547813419,0.0015082311199313156,0.9746195242763563,0.00023458758200194273,0.9680335979010913,0.0003335806210673954,0.005347131692632616,4.980580426661025e-05,0.03196640209888818,0.0003335806210673748,0.9442305670558341,0.0004688021812412826,0.7266666690508524,0.020816664003316422
kitti,transformer_bridge,40;41;42,24.852369,0.971021562045926,0.001018026848719195,0.9846764316622663,0.0031564709344689096,0.9746815469131128,0.0054625059094426205,0.9674169629570648,0.00365795744297654,0.00533762508636982,0.0012002469214029937,0.032583037042914736,0.0036579574429765334,0.9436766886765011,0.0019240470350927823,0.596666673819224,0.08504901431157601
