method,seeds,F_mean,F_sd,AP_mean,AP_sd,PRE_mean,PRE_sd,REC_mean,REC_sd,IoU_mean,IoU_sd,parameters
usnet,40,0.9561882529254352,0.0,0.9717476758009432,0.0,0.9531546978550647,0.0,0.9592411791189788,0.0,0.9160543130562104,0.0,30738444
