method,seeds,F_mean,F_sd,AP_mean,AP_sd,PRE_mean,PRE_sd,REC_mean,REC_sd,IoU_mean,IoU_sd,parameters
sne_roadseg,40/41/42,0.9356979284509589,0.007670941457603781,0.9647577081163645,0.017509191540543707,0.9096333510850263,0.01630741342408401,0.9634339083597007,0.002236058738512103,0.8792308181312591,0.013541998778505697,201324806
