method,seeds,F_mean,F_sd,AP_mean,AP_sd,PRE_mean,PRE_sd,REC_mean,REC_sd,IoU_mean,IoU_sd,parameters
usnet,40/41/42,0.9594662866519982,0.006115583598295989,0.9781248255171828,0.005975401698649553,0.9553833072925664,0.0122109178001906,0.9636489510364404,0.004050680945098814,0.9221349474386108,0.011335242952536576,30738444
